project_id,plotid,year,day,landuse,landcover,change_process
6,81,1989,184,Forest,Non-treed,Unknown canopy disturbance
6,81,1991,197,Forest,Treed,Regrowth
6,81,2018,184,Forest,Treed,Stable
6,80,1984,192,Other,Non-treed,
6,80,2018,197,Other,Non-treed,Stable
6,79,1984,203,Forest,Treed,
6,79,2018,192,Forest,Treed,Stable
6,78,1984,201,Forest,Treed,
6,78,2018,214,Forest,Treed,Stable
6,77,1984,185,Forest,Treed,
6,77,2018,182,Forest,Treed,Stable
6,76,1984,201,Other,Non-treed,
6,76,2018,182,Other,Non-treed,Stable
6,75,1984,178,Forest,Treed,
6,75,1985,196,Forest,Non-treed,Unknown canopy disturbance
6,75,2005,211,Forest,Treed,Regrowth
6,75,2018,199,Forest,Treed,Stable
6,74,1984,201,Other,Non-treed,
6,74,2018,190,Other,Non-treed,Stable
6,73,1984,226,Forest,Treed,
6,73,2018,199,Forest,Treed,Stable
6,72,1984,185,Forest,Treed,
6,72,2018,198,Forest,Treed,Stable
6,71,1984,203,Forest,Treed,
6,71,2018,192,Forest,Treed,Stable
6,70,1984,199,Forest,Treed,
6,70,2018,197,Forest,Treed,Stable
6,69,1984,203,Forest,Treed,
6,69,2018,200,Forest,Treed,Stable
6,67,1984,192,Forest,Treed,
6,67,2018,197,Forest,Treed,Stable
6,66,1984,203,Forest,Treed,
6,66,2018,184,Forest,Treed,Stable
6,65,1984,201,Other,Non-treed,
6,65,2004,200,Forest,Non-treed,Stable
6,65,2018,214,Forest,Treed,Regrowth
6,64,1984,185,Forest,Treed,
6,64,2018,214,Forest,Treed,Stable
6,63,1984,176,Other,Non-treed,
6,63,2018,221,Other,Non-treed,Stable
6,62,1984,178,Forest,Treed,
6,62,2018,191,Forest,Treed,Stable
6,61,1984,201,Forest,Non-treed,
6,61,1992,207,Forest,Treed,Regrowth
6,61,2018,214,Forest,Treed,Stable
6,60,1984,201,Forest,Treed,
6,60,2018,182,Forest,Treed,Stable
6,59,1984,192,Other,Non-treed,
6,59,2018,197,Other,Non-treed,Stable
6,58,1984,226,Forest,Treed,
6,58,2006,206,Forest,Treed,Stable
6,58,2007,201,Forest,Non-treed,Unknown canopy disturbance
6,58,2013,201,Forest,Treed,Regrowth
6,58,2018,199,Forest,Treed,Stable
6,22,1984,176,Forest,Treed,
6,22,2018,205,Forest,Treed,Stable
6,23,1984,199,Forest,Treed,
6,23,2018,196,Forest,Treed,Stable
6,24,1984,201,Forest,Treed,
6,24,2018,190,Forest,Treed,Stable
6,25,1984,192,Forest,Treed,
6,25,2015,197,Forest,Treed,Stable
6,25,2016,208,Forest,Treed,Unknown canopy disturbance
6,25,2018,221,Forest,Treed,Stable
6,26,1984,185,Forest,Treed,
6,26,1988,203,Forest,Treed,Stable
6,26,1989,205,Forest,Non-treed,Unknown canopy disturbance
6,26,2012,197,Forest,Treed,Regrowth
6,26,2018,182,Forest,Treed,Stable
6,27,1984,192,Forest,Treed,
6,27,2018,221,Forest,Treed,Stable
6,28,1984,201,Forest,Treed,
6,28,2018,199,Forest,Treed,Stable
6,29,1984,201,Forest,Treed,
6,29,2018,197,Forest,Treed,Stable
6,30,1984,201,Other,Non-treed,
6,30,2018,214,Other,Non-treed,Stable
6,31,1984,201,Other,Non-treed,
6,31,2011,203,Forest,Non-treed,Stable
6,31,2014,203,Forest,Treed,Regrowth
6,31,2018,199,Forest,Treed,Stable
6,32,1984,201,Forest,Treed,
6,32,2018,221,Forest,Treed,Stable
6,33,1984,201,Other,Non-treed,
6,33,2018,182,Other,Non-treed,Stable
6,34,1984,201,Forest,Treed,
6,34,2018,197,Forest,Treed,Stable
6,35,1984,201,Forest,Treed,
6,35,2018,198,Forest,Treed,Stable
6,36,1984,192,Forest,Treed,
6,36,2018,221,Forest,Treed,Stable
6,37,1984,203,Forest,Treed,
6,37,2018,199,Forest,Treed,Stable
6,38,1984,201,Forest,Treed,
6,38,2018,198,Forest,Treed,Stable
6,39,1984,178,Forest,Treed,
6,39,2016,218,Forest,Treed,Stable
6,39,2017,204,Forest,Treed,Unknown canopy disturbance
6,39,2018,239,Forest,Treed,Stable
6,41,1984,199,Forest,Treed,
6,41,2018,197,Forest,Treed,Stable
6,43,1984,178,Forest,Treed,
6,43,2018,199,Forest,Treed,Stable
6,44,1984,201,Forest,Treed,
6,44,2018,198,Forest,Treed,Stable
6,45,1984,201,Forest,Treed,
6,45,2018,214,Forest,Treed,Stable
6,46,1984,201,Forest,Treed,
6,46,1996,202,Forest,Treed,Stable
6,46,1997,236,Forest,Treed,Unknown canopy disturbance
6,46,2018,198,Forest,Treed,Stable
6,47,1984,203,Forest,Treed,
6,47,2018,200,Forest,Treed,Stable
6,48,1984,192,Forest,Treed,
6,48,2018,197,Forest,Treed,Stable
6,49,1984,201,Forest,Treed,
6,49,1989,198,Forest,Treed,Stable
6,49,1990,217,Forest,Non-treed,Unknown canopy disturbance
6,49,1995,199,Forest,Treed,Regrowth
6,49,2012,190,Forest,Treed,Stable
6,49,2013,200,Forest,Non-treed,Unknown canopy disturbance
6,49,2016,193,Forest,Treed,Regrowth
6,49,2018,197,Forest,Treed,Stable
6,50,1984,203,Forest,Treed,
6,50,1995,201,Forest,Treed,Stable
6,50,1996,188,Forest,Treed,Unknown canopy disturbance
6,50,2018,184,Forest,Treed,Stable
6,51,1984,199,Other,Non-treed,
6,51,2018,173,Other,Non-treed,Stable
6,52,1984,176,Forest,Treed,
6,52,2018,197,Forest,Treed,Stable
6,53,1984,185,Forest,Treed,
6,53,2018,199,Forest,Treed,Stable
6,54,1984,201,Forest,Treed,
6,54,2018,198,Forest,Treed,Stable
6,55,1984,201,Forest,Treed,
6,55,2018,190,Forest,Treed,Stable
6,56,1984,178,Forest,Treed,
6,56,2018,199,Forest,Treed,Stable
6,57,1984,201,Forest,Treed,
6,57,2014,211,Forest,Treed,Stable
6,57,2015,199,Forest,Treed,Unknown canopy disturbance
6,57,2018,199,Forest,Treed,Stable
6,101,1984,178,Forest,Treed,
6,101,2012,199,Forest,Treed,Stable
6,101,2013,201,Forest,Non-treed,Unknown canopy disturbance
6,101,2018,199,Forest,Treed,Regrowth
6,102,1984,192,Forest,Treed,
6,102,1986,213,Forest,Treed,Stable
6,102,1987,200,Forest,Non-treed,Unknown canopy disturbance
6,102,1992,199,Forest,Treed,Regrowth
6,102,1999,201,Forest,Treed,Stable
6,102,2000,197,Forest,Non-treed,Unknown canopy disturbance
6,102,2006,197,Forest,Treed,Regrowth
6,102,2018,205,Forest,Treed,Stable
6,103,1984,201,Forest,Treed,
6,103,2018,199,Forest,Treed,Stable
6,104,1984,201,Forest,Treed,
6,104,2016,209,Forest,Treed,Stable
6,104,2017,236,Forest,Treed,Unknown canopy disturbance
6,104,2018,199,Forest,Treed,Stable
6,105,1984,185,Forest,Treed,
6,105,2018,199,Forest,Treed,Stable
6,106,1984,201,Forest,Treed,
6,106,1992,200,Forest,Treed,Stable
6,106,1993,202,Forest,Non-treed,Unknown canopy disturbance
6,106,2001,208,Forest,Treed,Regrowth
6,106,2018,199,Forest,Treed,Stable
6,107,1984,201,Forest,Treed,
6,107,2018,197,Forest,Treed,Stable
6,108,1984,192,Forest,Treed,
6,108,2018,197,Forest,Treed,Stable
6,109,1984,201,Forest,Treed,
6,109,2018,214,Forest,Treed,Stable
6,110,1984,192,Forest,Treed,
6,110,2018,221,Forest,Treed,Stable
6,111,1984,178,Forest,Non-treed,
6,111,1991,197,Forest,Treed,Regrowth
6,111,2018,215,Forest,Treed,Stable
6,112,1984,201,Forest,Treed,
6,112,2018,214,Forest,Treed,Stable
6,113,1984,201,Other,Non-treed,
6,113,2018,199,Other,Non-treed,Stable
6,114,1984,201,Forest,Treed,
6,114,2018,198,Forest,Treed,Stable
6,115,1984,203,Forest,Treed,
6,115,1990,187,Forest,Treed,Stable
6,115,1991,222,Forest,Treed,Unknown canopy disturbance
6,115,2012,208,Forest,Treed,Stable
6,115,2013,266,Forest,Treed,Unknown canopy disturbance
6,115,2018,200,Forest,Treed,Stable
6,116,1984,178,Forest,Treed,
6,116,2015,199,Forest,Treed,Stable
6,116,2016,194,Forest,Treed,Unknown canopy disturbance
6,116,2018,183,Forest,Treed,Stable
6,117,1984,201,Forest,Treed,
6,117,2015,198,Forest,Treed,Stable
6,117,2017,203,Forest,Non-treed,Harvest
6,117,2018,214,Forest,Non-treed,Stable
6,118,1984,201,Other,Non-treed,
6,118,2018,214,Other,Non-treed,Stable
6,119,1984,146,Forest,Treed,
6,119,2014,211,Forest,Treed,Stable
6,119,2015,199,Forest,Treed,Unknown canopy disturbance
6,119,2018,199,Forest,Treed,Stable
6,120,1984,199,Forest,Treed,
6,120,2015,204,Forest,Treed,Stable
6,120,2016,207,Forest,Treed,Unknown canopy disturbance
6,120,2018,197,Forest,Treed,Stable
6,122,1984,203,Forest,Treed,
6,122,2018,192,Forest,Treed,Stable
6,123,1984,192,Forest,Treed,
6,123,2018,221,Forest,Treed,Stable
6,124,1984,203,Other,Non-treed,
6,124,2018,215,Other,Non-treed,Stable
6,125,1984,201,Forest,Treed,
6,125,2018,197,Forest,Treed,Stable
6,126,1984,201,Forest,Treed,
6,126,2018,199,Forest,Treed,Stable
6,127,1984,178,Other,Non-treed,
6,127,2018,199,Other,Non-treed,Stable
6,128,1984,192,Forest,Treed,
6,128,2006,204,Forest,Treed,Stable
6,128,2007,199,Forest,Treed,Unknown canopy disturbance
6,128,2018,221,Forest,Treed,Stable
6,129,1984,201,Forest,Treed,
6,129,2008,196,Forest,Treed,Stable
6,129,2009,198,Forest,Non-treed,Unknown canopy disturbance
6,129,2018,198,Forest,Treed,Regrowth
6,130,1984,201,Forest,Treed,
6,130,2018,198,Forest,Treed,Stable
6,131,1984,201,Other,Non-treed,
6,131,2006,213,Forest,Non-treed,Stable
6,131,2010,200,Forest,Treed,Regrowth
6,131,2018,199,Forest,Treed,Stable
6,132,1984,201,Forest,Treed,
6,132,1998,198,Forest,Treed,Stable
6,132,1999,209,Forest,Treed,Unknown canopy disturbance
6,132,2018,197,Forest,Treed,Stable
6,133,1984,201,Forest,Treed,
6,133,2018,214,Forest,Treed,Stable
6,134,1984,203,Forest,Treed,
6,134,1996,204,Forest,Treed,Stable
6,134,1997,206,Forest,Treed,Unknown canopy disturbance
6,134,2000,207,Forest,Treed,Stable
6,134,2001,201,Forest,Treed,Unknown canopy disturbance
6,134,2018,192,Forest,Treed,Stable
6,135,1984,176,Forest,Treed,
6,135,2004,183,Forest,Treed,Stable
6,135,2005,201,Forest,Non-treed,Unknown canopy disturbance
6,135,2009,196,Forest,Treed,Regrowth
6,135,2018,221,Forest,Treed,Stable
6,136,1984,203,Forest,Treed,
6,136,2018,184,Forest,Treed,Stable
6,137,1984,201,Forest,Treed,
6,137,2018,197,Forest,Treed,Stable
6,138,1984,199,Forest,Treed,
6,138,2018,196,Forest,Treed,Stable
6,139,1984,199,Forest,Treed,
6,139,2018,197,Forest,Treed,Stable
6,140,1984,201,Forest,Treed,
6,140,2018,198,Forest,Treed,Stable
6,141,1984,178,Forest,Treed,
6,141,2018,183,Forest,Treed,Stable
6,142,1984,192,Forest,Treed,
6,142,2018,197,Forest,Treed,Stable
6,143,1984,242,Forest,Treed,
6,143,2018,215,Forest,Treed,Stable
6,144,1984,203,Forest,Treed,
6,144,2006,199,Forest,Treed,Stable
6,144,2007,202,Forest,Treed,Unknown canopy disturbance
6,144,2015,200,Forest,Treed,Stable
6,144,2016,195,Forest,Treed,Unknown canopy disturbance
6,144,2018,199,Forest,Treed,Stable
6,145,1984,242,Forest,Treed,
6,145,2018,199,Forest,Treed,Stable
6,146,1984,201,Forest,Treed,
6,146,2018,214,Forest,Treed,Stable
6,147,1984,203,Forest,Treed,
6,147,2018,192,Forest,Treed,Stable
6,148,1984,201,Forest,Treed,
6,148,2018,199,Forest,Treed,Stable
6,149,1984,192,Forest,Treed,
6,149,2018,182,Forest,Treed,Stable
6,150,1984,201,Forest,Treed,
6,150,2018,197,Forest,Treed,Stable
6,151,1984,201,Forest,Treed,
6,151,2018,182,Forest,Treed,Stable
6,152,1984,176,Forest,Treed,
6,152,2016,192,Forest,Treed,Stable
6,152,2017,235,Forest,Treed,Unknown canopy disturbance
6,152,2018,213,Forest,Treed,Stable
6,153,1984,201,Forest,Treed,
6,153,2018,182,Forest,Treed,Stable
6,154,1984,199,Forest,Non-treed,
6,154,2005,201,Forest,Treed,Regrowth
6,154,2018,197,Forest,Treed,Stable
6,155,1984,201,Forest,Treed,
6,155,2018,214,Forest,Treed,Stable
6,156,1984,192,Forest,Treed,
6,156,2018,197,Forest,Treed,Stable
6,157,1984,226,Forest,Treed,
6,157,2018,207,Forest,Treed,Stable
6,158,1984,203,Forest,Treed,
6,158,2018,207,Forest,Treed,Stable
6,159,1984,203,Forest,Treed,
6,159,2018,200,Forest,Treed,Stable
6,160,1984,201,Forest,Treed,
6,160,2007,199,Forest,Treed,Stable
6,160,2008,195,Forest,Treed,Unknown canopy disturbance
6,160,2018,214,Forest,Treed,Stable
6,161,1984,201,Forest,Non-treed,
6,161,2003,196,Forest,Treed,Regrowth
6,161,2018,214,Forest,Treed,Stable
6,162,1984,203,Forest,Treed,
6,162,2018,192,Forest,Treed,Stable
6,163,1984,192,Other,Non-treed,
6,163,2018,197,Other,Non-treed,Stable
6,164,1984,201,Forest,Treed,
6,164,2018,197,Forest,Treed,Stable
6,165,1984,201,Forest,Treed,
6,165,2018,197,Forest,Treed,Stable
6,166,1984,235,Forest,Treed,
6,166,2018,199,Forest,Treed,Stable
6,167,1984,201,Forest,Treed,
6,167,1991,204,Forest,Treed,Stable
6,167,1992,198,Forest,Non-treed,Unknown canopy disturbance
6,167,1997,195,Forest,Treed,Regrowth
6,167,2018,197,Forest,Treed,Stable
6,168,1984,178,Forest,Treed,
6,168,2018,215,Forest,Treed,Stable
6,169,1984,201,Forest,Treed,
6,169,2018,197,Forest,Treed,Stable
6,170,1984,201,Forest,Non-treed,
6,170,1990,201,Forest,Treed,Regrowth
6,170,2018,198,Forest,Treed,Stable
6,171,1984,201,Forest,Treed,
6,171,2018,182,Forest,Treed,Stable
6,172,1984,185,Forest,Treed,
6,172,1991,197,Forest,Treed,Stable
6,172,1992,200,Forest,Non-treed,Unknown canopy disturbance
6,172,1999,203,Forest,Treed,Regrowth
6,172,2018,199,Forest,Treed,Stable
6,173,1984,201,Forest,Non-treed,
6,173,1997,204,Forest,Treed,Regrowth
6,173,2018,197,Forest,Treed,Stable
6,174,1984,201,Forest,Non-treed,
6,174,1996,193,Forest,Treed,Regrowth
6,174,2018,197,Forest,Treed,Stable
6,175,1984,201,Other,Non-treed,
6,175,2018,197,Other,Non-treed,Stable
6,176,1984,199,Forest,Treed,
6,176,2018,197,Forest,Treed,Stable
6,177,1984,201,Forest,Treed,
6,177,2018,214,Forest,Treed,Stable
6,178,1984,201,Forest,Treed,
6,178,2018,182,Forest,Treed,Stable
6,179,1984,192,Other,Non-treed,
6,179,2018,212,Other,Non-treed,Stable
6,180,1984,201,Forest,Treed,
6,180,2018,199,Forest,Treed,Stable
6,181,1984,201,Forest,Treed,
6,181,2018,198,Forest,Treed,Stable
6,182,1984,178,Forest,Treed,
6,182,2018,231,Forest,Treed,Stable
6,183,1984,192,Forest,Treed,
6,183,2018,221,Forest,Treed,Stable
6,184,1984,178,Forest,Treed,
6,184,2018,199,Forest,Treed,Stable
6,185,1984,203,Forest,Treed,
6,185,2018,192,Forest,Treed,Stable
6,186,1984,199,Forest,Non-treed,
6,186,1993,207,Forest,Treed,Regrowth
6,186,2018,197,Forest,Treed,Stable
6,187,1984,201,Forest,Treed,
6,187,2018,214,Forest,Treed,Stable
6,188,1984,215,Forest,Treed,
6,188,2018,197,Forest,Treed,Stable
6,190,1984,178,Other,Non-treed,
6,190,2018,199,Other,Non-treed,Stable
6,189,1984,201,Other,Non-treed,
6,189,2018,198,Other,Non-treed,Stable
6,191,1984,199,Forest,Treed,
6,191,2018,196,Forest,Treed,Stable
6,192,1984,203,Forest,Treed,
6,192,2018,200,Forest,Treed,Stable
6,193,1984,201,Forest,Treed,
6,193,2018,199,Forest,Treed,Stable
6,194,1984,199,Forest,Treed,
6,194,2018,197,Forest,Treed,Stable
6,195,1984,192,Forest,Treed,
6,195,2018,197,Forest,Treed,Stable
6,196,1984,201,Forest,Treed,
6,196,2012,231,Forest,Treed,Stable
6,196,2013,208,Forest,Treed,Unknown canopy disturbance
6,196,2018,190,Forest,Treed,Stable
6,197,1984,192,Other,Non-treed,
6,197,2018,197,Other,Non-treed,Stable
6,198,1984,192,Forest,Treed,
6,198,2018,197,Forest,Treed,Stable
6,200,1984,178,Forest,Treed,
6,200,1998,200,Forest,Treed,Stable
6,200,1999,203,Forest,Non-treed,Unknown canopy disturbance
6,200,2010,225,Forest,Treed,Regrowth
6,200,2018,199,Forest,Treed,Stable
6,201,1984,176,Forest,Treed,
6,201,2016,240,Forest,Treed,Stable
6,201,2017,203,Forest,Treed,Unknown canopy disturbance
6,201,2018,229,Forest,Treed,Stable
6,202,1984,199,Forest,Non-treed,
6,202,1998,198,Forest,Treed,Regrowth
6,202,2018,221,Forest,Treed,Stable
6,203,1984,176,Forest,Treed,
6,203,2018,221,Forest,Treed,Stable
6,204,1984,201,Forest,Treed,
6,204,2018,198,Forest,Treed,Stable
6,205,1984,199,Other,Non-treed,
6,205,2018,221,Other,Non-treed,Stable
6,206,1984,203,Forest,Treed,
6,206,2018,215,Forest,Treed,Stable
6,300,1984,201,Other,Non-treed,
6,300,2002,194,Forest,Non-treed,Stable
6,300,2009,197,Forest,Treed,Regrowth
6,300,2018,198,Forest,Treed,Stable
6,299,1984,203,Forest,Treed,
6,299,2018,192,Forest,Treed,Stable
6,298,1984,192,Forest,Non-treed,
6,298,1996,193,Forest,Treed,Regrowth
6,298,2018,197,Forest,Treed,Stable
6,297,1984,201,Forest,Treed,
6,297,1986,206,Forest,Treed,Stable
6,297,1987,202,Forest,Non-treed,Unknown canopy disturbance
6,297,1992,200,Forest,Treed,Regrowth
6,297,2018,198,Forest,Treed,Stable
6,296,1984,203,Forest,Treed,
6,296,2018,199,Forest,Treed,Stable
6,295,1984,203,Forest,Treed,
6,295,2018,192,Forest,Treed,Stable
6,294,1984,201,Forest,Treed,
6,294,2018,197,Forest,Treed,Stable
6,293,1984,199,Forest,Treed,
6,293,2018,197,Forest,Treed,Stable
6,292,1984,203,Forest,Treed,
6,292,2018,184,Forest,Treed,Stable
6,291,1984,201,Other,Non-treed,
6,291,2018,214,Other,Non-treed,Stable
6,290,1984,201,Forest,Treed,
6,290,1996,186,Forest,Treed,Stable
6,290,1997,188,Forest,Treed,Unknown canopy disturbance
6,290,2018,214,Forest,Treed,Stable
6,289,1984,199,Forest,Treed,
6,289,2018,197,Forest,Treed,Stable
6,288,1984,203,Other,Non-treed,
6,288,2005,196,Forest,Non-treed,Stable
6,288,2018,200,Forest,Treed,Regrowth
6,287,1984,192,Other,Non-treed,
6,287,2018,197,Other,Non-treed,Stable
6,286,1984,240,Forest,Treed,
6,286,2018,205,Forest,Treed,Stable
6,285,1984,178,Forest,Treed,
6,285,2013,193,Forest,Treed,Stable
6,285,2014,196,Forest,Treed,Unknown canopy disturbance
6,285,2018,231,Forest,Treed,Stable
6,284,1984,201,Forest,Treed,
6,284,2018,214,Forest,Treed,Stable
6,283,1984,203,Other,Non-treed,
6,283,2018,200,Other,Non-treed,Stable
6,282,1984,178,Forest,Treed,
6,282,2018,199,Forest,Treed,Stable
6,281,1984,201,Forest,Treed,
6,281,2018,198,Forest,Treed,Stable
6,280,1984,185,Forest,Treed,
6,280,2018,182,Forest,Treed,Stable
6,279,1984,203,Forest,Treed,
6,279,2018,199,Forest,Treed,Stable
6,278,1984,201,Forest,Treed,
6,278,2018,182,Forest,Treed,Stable
6,277,1984,199,Forest,Non-treed,
6,277,2002,192,Forest,Treed,Regrowth
6,277,2018,197,Forest,Treed,Stable
6,250,1984,201,Forest,Treed,
6,250,2018,182,Forest,Treed,Stable
6,251,1984,201,Forest,Treed,
6,251,1993,200,Forest,Treed,Stable
6,251,1994,203,Forest,Non-treed,Unknown canopy disturbance
6,251,2006,197,Forest,Treed,Regrowth
6,251,2018,198,Forest,Treed,Stable
6,252,1984,192,Forest,Treed,
6,252,2018,197,Forest,Treed,Stable
6,253,1984,201,Forest,Treed,
6,253,2018,199,Forest,Treed,Stable
6,254,1984,192,Forest,Treed,
6,254,1988,203,Forest,Treed,Stable
6,254,1989,237,Forest,Treed,Unknown canopy disturbance
6,254,1998,198,Forest,Treed,Regrowth
6,254,2018,157,Forest,Treed,Stable
6,255,1984,201,Other,Non-treed,
6,255,2018,214,Other,Non-treed,Stable
6,256,1984,203,Forest,Treed,
6,256,2018,192,Forest,Treed,Stable
6,257,1984,201,Other,Non-treed,
6,257,2001,198,Forest,Non-treed,Stable
6,257,2013,192,Forest,Treed,Regrowth
6,257,2018,214,Forest,Treed,Stable
6,258,1984,201,Forest,Treed,
6,258,1993,200,Forest,Treed,Stable
6,258,1994,219,Forest,Treed,Unknown canopy disturbance
6,258,2008,194,Forest,Treed,Stable
6,258,2009,228,Forest,Treed,Unknown canopy disturbance
6,258,2018,214,Forest,Treed,Stable
6,259,1984,201,Forest,Treed,
6,259,2018,182,Forest,Treed,Stable
6,260,1984,201,Other,Non-treed,
6,260,2018,214,Other,Non-treed,Stable
6,261,1984,176,Other,Non-treed,
6,261,2018,173,Other,Non-treed,Stable
6,262,1984,185,Forest,Non-treed,
6,262,2000,189,Forest,Treed,Regrowth
6,262,2018,214,Forest,Treed,Stable
6,263,1984,192,Forest,Non-treed,
6,263,2018,197,Forest,Treed,Regrowth
6,264,1984,201,Forest,Treed,
6,264,2018,198,Forest,Treed,Stable
6,265,1984,199,Forest,Treed,
6,265,1985,210,Forest,Non-treed,Unknown canopy disturbance
6,265,1991,202,Forest,Treed,Regrowth
6,265,2018,197,Forest,Treed,Stable
6,266,1984,201,Forest,Treed,
6,266,2018,182,Forest,Treed,Stable
6,267,1984,178,Forest,Treed,
6,267,2012,199,Forest,Treed,Stable
6,267,2013,209,Forest,Treed,Unknown canopy disturbance
6,267,2018,199,Forest,Treed,Stable
6,268,1984,201,Other,Non-treed,
6,268,2003,198,Forest,Non-treed,Stable
6,268,2008,196,Forest,Treed,Regrowth
6,268,2018,199,Forest,Treed,Stable
6,269,1984,192,Forest,Treed,
6,269,2018,197,Forest,Treed,Stable
6,270,1984,192,Forest,Non-treed,
6,270,2005,201,Forest,Treed,Regrowth
6,270,2018,221,Forest,Treed,Stable
6,272,1984,178,Forest,Treed,
6,272,1994,205,Forest,Treed,Stable
6,272,1995,192,Forest,Treed,Unknown canopy disturbance
6,272,2018,199,Forest,Treed,Stable
6,271,1984,201,Forest,Treed,
6,271,1990,201,Forest,Treed,Stable
6,271,1991,204,Forest,Non-treed,Unknown canopy disturbance
6,271,1996,193,Forest,Treed,Regrowth
6,271,2018,214,Forest,Treed,Stable
6,273,1984,199,Forest,Treed,
6,273,1996,200,Forest,Treed,Stable
6,273,1997,202,Forest,Non-treed,Unknown canopy disturbance
6,273,2002,192,Forest,Treed,Regrowth
6,273,2018,205,Forest,Treed,Stable
6,274,1984,201,Forest,Non-treed,
6,274,2018,197,Forest,Treed,Regrowth
6,275,1984,201,Forest,Treed,
