project_id,plotid,x,y
17,1,4567875.24608448,2064613.23954944
17,2,4809075.24608448,1994293.23954944
17,3,4260345.24608448,2519323.23954944
17,4,4176735.24608448,2535073.23954944
17,5,4417365.24608448,2561083.23954944
17,6,4681185.24608448,2100493.23954944
17,7,4174005.24608448,2332483.23954944
17,8,4310985.24608448,2334313.23954944
17,9,4910445.24608448,1833493.23954944
17,10,4185255.24608448,2511343.23954944
17,11,4473795.24608448,2591773.23954944
17,12,4694205.24608448,2104873.23954944
17,13,4712265.24608448,1999153.23954944
17,14,4347165.24608448,2498293.23954944
17,15,4330965.24608448,2534743.23954944
17,16,4608045.24608448,2197513.23954944
17,17,4466865.24608448,2333743.23954944
17,18,4638165.24608448,2059153.23954944
17,19,4901985.24608448,1837693.23954944
17,20,4477515.24608448,2617213.23954944
17,21,4346055.24608448,2368483.23954944
17,22,4277565.24608448,2548843.23954944
17,23,4859085.24608448,1961443.23954944
17,24,4125345.24608448,2316583.23954944
17,25,4465185.24608448,2552353.23954944
17,26,4213935.24608448,2389933.23954944
17,27,4464285.24608448,2537833.23954944
17,28,4291035.24608448,2347843.23954944
17,29,4624005.24608448,2097613.23954944
17,30,4201185.24608448,2557153.23954944
17,31,4840545.24608448,1867483.23954944
17,32,4249605.24608448,1889323.23954944
17,33,4529295.24608448,2580943.23954944
17,34,4137555.24608448,2463733.23954944
17,35,4450845.24608448,2446333.23954944
17,36,4614555.24608448,2041423.23954944
17,37,4103235.24608448,2423323.23954944
17,38,4426515.24608448,2314273.23954944
17,39,4847085.24608448,1841473.23954944
17,40,4418745.24608448,2331193.23954944
17,41,4573695.24608448,2106703.23954944
17,42,4620945.24608448,2029843.23954944
17,43,4289565.24608448,2446663.23954944
17,44,4759095.24608448,1665283.23954944
17,45,4465275.24608448,2580643.23954944
17,46,4574385.24608448,2214853.23954944
17,47,4290345.24608448,2395993.23954944
17,48,4641135.24608448,2104513.23954944
17,49,4810395.24608448,1922293.23954944
17,50,4431435.24608448,2584213.23954944
17,51,4303275.24608448,2544313.23954944
17,52,4620795.24608448,2115733.23954944
17,53,4201605.24608448,2392783.23954944
17,54,4272255.24608448,2352973.23954944
17,55,4863435.24608448,1745413.23954944
17,56,4468245.24608448,2153713.23954944
17,57,4667115.24608448,2085793.23954944
17,58,4398045.24608448,2510353.23954944
17,59,4500135.24608448,2281543.23954944
17,60,4704915.24608448,1653853.23954944
17,61,4591575.24608448,2058733.23954944
17,62,4167585.24608448,2364403.23954944
17,63,4887345.24608448,1751923.23954944
17,64,4709565.24608448,1992943.23954944
17,65,4289055.24608448,2382883.23954944
17,66,4727625.24608448,1974133.23954944
17,67,4428915.24608448,2265103.23954944
17,68,4605555.24608448,2086843.23954944
17,69,4449255.24608448,2634793.23954944
17,70,4290315.24608448,1892713.23954944
17,71,4486485.24608448,2202883.23954944
17,72,4589475.24608448,2191873.23954944
17,73,4438425.24608448,2480473.23954944
17,74,4352115.24608448,2260123.23954944
17,75,4377225.24608448,2365993.23954944
17,76,4444725.24608448,2323123.23954944
17,77,4571745.24608448,2186593.23954944
17,78,4202625.24608448,2534323.23954944
17,79,4450845.24608448,2387383.23954944
17,80,4138905.24608448,2482813.23954944
17,81,4912785.24608448,1851283.23954944
17,82,4492275.24608448,2578333.23954944
17,83,4680225.24608448,1661383.23954944
17,84,4750185.24608448,1979353.23954944
17,85,4250955.24608448,2495773.23954944
17,86,4426665.24608448,2563873.23954944
17,87,4452375.24608448,2296753.23954944
17,88,4202415.24608448,2564563.23954944
17,89,4441275.24608448,2214583.23954944
17,90,4190715.24608448,2377213.23954944
17,91,4373325.24608448,2605813.23954944
17,92,4492995.24608448,2568583.23954944
17,93,4157385.24608448,2506423.23954944
17,94,4444545.24608448,2545573.23954944
17,95,4469445.24608448,2626393.23954944
17,96,4150635.24608448,2529643.23954944
17,97,4489485.24608448,2299483.23954944
17,98,4417185.24608448,2306683.23954944
17,99,4638555.24608448,2205373.23954944
17,100,4139265.24608448,2515483.23954944
17,101,4601955.24608448,2220403.23954944
17,102,4415745.24608448,2508583.23954944
17,103,4434345.24608448,2287243.23954944
17,104,4437015.24608448,2194123.23954944
17,105,4263645.24608448,2367613.23954944
17,106,4847595.24608448,1878613.23954944
17,107,4493235.24608448,2123023.23954944
17,108,4267755.24608448,1823593.23954944
17,109,4187535.24608448,2365783.23954944
17,110,4265355.24608448,2436403.23954944
17,111,4099275.24608448,2411323.23954944
17,112,4220565.24608448,2374963.23954944
17,113,4878765.24608448,2004973.23954944
17,114,4610445.24608448,2127313.23954944
17,115,4455045.24608448,2556733.23954944
17,116,4344465.24608448,2574673.23954944
17,117,4591065.24608448,2607223.23954944
17,118,4200165.24608448,2573803.23954944
17,119,4575585.24608448,2055613.23954944
17,120,4219095.24608448,2520313.23954944
17,121,4779885.24608448,2010973.23954944
17,122,4615125.24608448,2075083.23954944
17,123,4121505.24608448,2353753.23954944
17,124,4850325.24608448,1904953.23954944
17,125,4482075.24608448,2278093.23954944
17,126,4538205.24608448,2222503.23954944
17,127,4419585.24608448,2272633.23954944
17,128,4645785.24608448,2149993.23954944
17,129,4698675.24608448,2016253.23954944
17,130,4833315.24608448,1694893.23954944
17,131,4364175.24608448,2502703.23954944
17,132,4619565.24608448,2089213.23954944
17,133,4292835.24608448,2520193.23954944
17,134,4867095.24608448,1798363.23954944
17,135,4808565.24608448,2033653.23954944
17,136,4787445.24608448,1673593.23954944
17,137,4345425.24608448,2296363.23954944
17,138,4291695.24608448,2353813.23954944
17,139,4398795.24608448,2500543.23954944
17,140,4416495.24608448,2392003.23954944
17,141,4531755.24608448,2226073.23954944
17,142,4588065.24608448,2092243.23954944
17,143,4448115.24608448,2183143.23954944
17,144,4376505.24608448,2261263.23954944
17,145,4662555.24608448,2149303.23954944
17,146,4430565.24608448,2640493.23954944
17,147,4130805.24608448,2365273.23954944
17,148,4370295.24608448,2509783.23954944
17,149,4420455.24608448,2540653.23954944
17,150,4395765.24608448,2341093.23954944
17,151,4238085.24608448,1879783.23954944
17,152,4779255.24608448,1636783.23954944
17,153,4452195.24608448,2537803.23954944
17,154,4254345.24608448,1990453.23954944
17,155,4533795.24608448,2225893.23954944
17,156,4321185.24608448,2377783.23954944
17,157,4831275.24608448,1866733.23954944
17,158,4757595.24608448,1970593.23954944
17,159,4321725.24608448,2386153.23954944
17,160,4551375.24608448,2082223.23954944
17,161,4544715.24608448,2122603.23954944
17,162,4904745.24608448,1974793.23954944
17,163,4708935.24608448,2059603.23954944
17,164,4808115.24608448,1924963.23954944
17,165,4459185.24608448,2256613.23954944
