project_id,plotid,x,y
22,1,4026600.18671741,3244409.38387536
22,2,4114590.18671741,3325859.38387536
22,3,4038540.18671741,3090359.38387536
22,4,4091610.18671741,3234779.38387536
22,5,4035210.18671741,3247769.38387536
22,6,4062270.18671741,3267389.38387536
22,7,4056330.18671741,3270389.38387536
22,8,3980640.18671741,3163859.38387536
22,9,4074840.18671741,3318359.38387536
22,10,4091940.18671741,3315089.38387536
22,11,4117320.18671741,3346049.38387536
22,12,4061400.18671741,3217649.38387536
22,13,4075200.18671741,3255149.38387536
22,14,4003320.18671741,3225449.38387536
22,15,4083690.18671741,3272129.38387536
22,16,4117350.18671741,3251399.38387536
22,17,4039020.18671741,3278129.38387536
22,18,4061430.18671741,3323459.38387536
22,19,4068840.18671741,3316559.38387536
22,20,3997830.18671741,3222419.38387536
22,21,4043310.18671741,3245669.38387536
22,22,4077480.18671741,3231989.38387536
22,23,4083660.18671741,3317279.38387536
22,24,4074540.18671741,3233249.38387536
22,25,4078620.18671741,3271019.38387536
22,26,3945600.18671741,3221549.38387536
22,27,4022460.18671741,3100139.38387536
22,28,4052190.18671741,3155789.38387536
22,29,4009110.18671741,3147209.38387536
22,30,3990900.18671741,3170849.38387536
22,31,4002900.18671741,3227129.38387536
22,32,4034220.18671741,3218039.38387536
22,33,4044420.18671741,3249809.38387536
22,34,4062570.18671741,3218579.38387536
22,35,4048740.18671741,3344339.38387536
22,36,3986790.18671741,3307919.38387536
22,37,4073310.18671741,3248129.38387536
22,38,4110030.18671741,3309569.38387536
22,39,4047840.18671741,3223409.38387536
22,40,4012920.18671741,3149489.38387536
22,41,4038420.18671741,3303029.38387536
22,42,3986280.18671741,3228449.38387536
22,43,4062180.18671741,3247529.38387536
22,44,4101420.18671741,3318929.38387536
22,45,4001190.18671741,3162629.38387536
22,46,4109100.18671741,3310559.38387536
22,47,4019610.18671741,3155189.38387536
22,48,3977010.18671741,3233459.38387536
22,49,4036590.18671741,3282599.38387536
22,50,4080930.18671741,3367559.38387536
22,51,3915000.18671741,3211109.38387536
22,52,4083120.18671741,3272339.38387536
22,53,4089600.18671741,3288269.38387536
22,54,3944940.18671741,3214499.38387536
22,55,4097400.18671741,3337619.38387536
22,56,4091250.18671741,3334799.38387536
22,57,3976380.18671741,3307199.38387536
22,58,4002600.18671741,3209009.38387536
22,59,4020390.18671741,3239219.38387536
22,60,4077870.18671741,3242399.38387536
22,61,4040850.18671741,3222839.38387536
22,62,3990000.18671741,3172829.38387536
22,63,4058400.18671741,3310349.38387536
22,64,3993300.18671741,3224129.38387536
22,65,4022670.18671741,3249359.38387536
22,66,3998400.18671741,3169889.38387536
22,67,4118490.18671741,3344279.38387536
22,68,4040970.18671741,3173999.38387536
22,69,4040160.18671741,3198479.38387536
22,70,4111320.18671741,3321839.38387536
22,71,4046340.18671741,3125729.38387536
22,72,4050330.18671741,3223109.38387536
22,73,4011150.18671741,3141419.38387536
22,74,4043460.18671741,3338819.38387536
22,75,4078590.18671741,3253589.38387536
22,76,4094400.18671741,3335429.38387536
22,77,4042980.18671741,3216419.38387536
22,78,4093770.18671741,3316559.38387536
22,79,4087410.18671741,3279179.38387536
22,80,4087350.18671741,3336419.38387536
22,81,3983790.18671741,3155849.38387536
22,82,3983820.18671741,3145739.38387536
22,83,3921960.18671741,3204389.38387536
22,84,4067100.18671741,3324629.38387536
22,85,4025340.18671741,3246569.38387536
22,86,4096740.18671741,3305549.38387536
22,87,4036260.18671741,3308669.38387536
22,88,3974190.18671741,3217679.38387536
22,89,4033140.18671741,3241439.38387536
22,90,4094430.18671741,3313379.38387536
22,91,3975810.18671741,3270989.38387536
22,92,3977850.18671741,3234299.38387536
22,93,4017990.18671741,3275879.38387536
22,94,4092150.18671741,3276479.38387536
22,95,4064610.18671741,3263219.38387536
22,96,4077780.18671741,3255749.38387536
22,97,3965250.18671741,3266459.38387536
22,98,4101120.18671741,3239519.38387536
22,99,4119510.18671741,3324689.38387536
22,100,4037280.18671741,3239999.38387536
22,101,4023030.18671741,3229529.38387536
22,102,3943140.18671741,3171269.38387536
22,103,3991560.18671741,3141449.38387536
22,104,4112430.18671741,3302459.38387536
22,105,4040640.18671741,3255029.38387536
22,106,3944700.18671741,3218369.38387536
22,107,4045800.18671741,3324869.38387536
